ID,NOM_TL,ADRESSE,CP,COMINIT,INSEECOM,NOMCOM,WEB,TWITTER,FACEBOOK,TYPO,LAT,LONG,GEOCOD,PRECISION,CONTACT,MAIL,METRO,NOMMETRO,INSEEREG,NOMREG,INSEEMETRO,INSEEDEP,NOMCOMMETRO,POPCOM,COMCLASS,INSEE_ZE,NOM_ZE,CLASS_ZE,POP_ZE
715,MIXTE co-working,17 Boulevard de Strasbourg,62000,Arras,62041,Arras,http://www.mixtecoworking.com,,,Tiers lieux à dominante coworking,50.28758,2.779062,17 Boulevard de Strasbourg 62000 Arras,0.94,,,0,,32,Hauts-de-France,62041,62,Arras,40970,20000-50000,3121,ARRAS,200 000-500 000,243772
716,nuMog,9 Place du Maréchal Leclerc,89000,Auxerre,89024,Auxerre,http://www.numog.com,,,Tiers lieux à dominante coworking,47.795663,3.569976,9 Place du Maréchal Leclerc 89000 Auxerre,0.94,,,0,,27,Bourgogne et Franche-Comté,89024,89,Auxerre,34843,20000-50000,2612,AUXERRE,200 000-500 000,207752
717,Planète Mercure,Quartier Peyre Levade,0,Mercuer,07155,Mercuer,http://www.planetemercure.fr,,,Tiers lieux à dominante coworking,44.630783,4.359354,Impasse Peyre Levade 07200 Mercuer,0.58,,,0,,84,Auvergne et Rhône-Alpes,07155,07,Mercuer,1199,0-5000,8205,AUBENAS,50 000-100 000,98352
718,Les passerelles 42,42 Rue du Général Sarrail,59100,Roubaix,59512,Roubaix,https://www.facebook.com/Les-Passerelles-42-Espace-CoWorking-Roubaix-1079491368762264/?fref=ts,,,Tiers lieux à dominante coworking,50.691494,3.170553,42 Rue du Général Sarrail 59100 Roubaix,0.93,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59512,59,Roubaix,95600,50000-100000,3110,ROUBAIX - TOURCOING,200 000-500 000,427439
719,Villa J,2 Rue Etienne Gauthier,13200,Arles,13004,Arles,https://www.villa-j.fr/,,,Tiers lieux à dominante coworking,43.674098,4.6256,2 Rue Étienne Gauthier 13200 Arles,0.93,,,0,,93,Provence-Alpes-Côte d'Azur,13004,13,Arles,52697,50000-100000,9309,ARLES,50 000-100 000,80330
720,Coworking NOVA SPOT,14 Boulevard Charles Péguy,30100,Alès,30007,Alès,http://www.nova-spot.fr,,,Tiers lieux à dominante coworking,44.138006,4.097558,14 Boulevard Charles Péguy 30100 Alès,0.93,,,0,,76,Occitanie,30007,30,Alès,39993,20000-50000,9104,ALÈS,100 000-200 000,145973
721,Espace Baby-Working,34 Chemin du Val Fleuri,0,Cagnes-sur-Mer,06027,Cagnes-sur-Mer,http://www.happinest.fr/fr/Le-concept/L-Espace-Baby-Working235.html,,,Tiers lieux à dominante coworking,43.663181,7.172396,34 Chemin du Val Fleuri 06800 Cagnes-sur-Mer,0.93,,,1,Métropole Nice Côte d'Azur,93,Provence-Alpes-Côte d'Azur,06027,06,Cagnes-sur-Mer,47811,20000-50000,9307,NICE,500 000-6 000 000,620547
722,HUBITEK,2 Rue Denis Papin,36000,Châteauroux,36044,Châteauroux,https://hubitek.fr,,,Tiers lieux à dominante coworking,46.807839,1.704292,2 Rue Denis Papin 36000 Châteauroux,0.93,,,0,,24,Centre-Val de Loire,36044,36,Châteauroux,44479,20000-50000,2409,CHÂTEAUROUX,100 000-200 000,173714
723,Le Coworking 23,9 Cité de Trévise,75009,Paris,75109,Paris,http://www.lecoworking23.com/,,,Tiers lieux à dominante coworking,48.874874,2.346624,9 Cité de Trévise 75009 Paris,0.94,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
724,Le 240,240 Rue nationale,59800,Lille,59350,Lille,http://le240.fr/,,,Tiers lieux à dominante coworking,50.631201,3.048507,240 Rue Nationale 59800 Lille,0.95,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59350,59,Lille,233897,100000 et plus,3111,LILLE,500 000-6 000 000,805074
725,Les Papeteries,3 Esplanade Augustin Aussedat,74960,Cran-Gevrier,74010,Annecy,http://www.lespapeteries.com/co-working.html,,,Tiers lieux à dominante coworking,45.90793,6.102953,3 Esplanade Augustin Aussedat 74960 Annecy,0.68,,,0,,84,Auvergne et Rhône-Alpes,74093,74,Cran-Gevrier,17257,5000-20000,8218,ANNECY,200 000-500 000,292006
726,Le Periscop,18 Boulevard Paul Perrin,44600,Saint-Nazaire,44184,Saint-Nazaire,http://www.leperiscop.fr/l-espace-coworking/,,,Tiers lieux à dominante coworking,47.285879,-2.214679,18 Boulevard Paul Perrin 44600 Saint-Nazaire,0.93,,,0,,52,Pays de la Loire,44184,44,Saint-Nazaire,69350,50000-100000,5204,SAINT-NAZAIRE,200 000-500 000,294482
727,La Verrière,4 Boulevard de Cimiez,0,Nice,06088,Nice,http://www.laverriere-coworking.com/,,,Tiers lieux à dominante coworking,43.705758,7.270528,4 Boulevard de Cimiez 06000 Nice,0.94,,,1,Métropole Nice Côte d'Azur,93,Provence-Alpes-Côte d'Azur,06088,06,Nice,343895,100000 et plus,9307,NICE,500 000-6 000 000,620547
728,La Sphère,32 Rue Georges Clemenceau,29400,Landivisiau,29105,Landivisiau,http://www.pays-de-landivisiau.com/accueil-des-entreprises/la-sphere,,,Tiers lieux à dominante coworking,48.507074,-4.067981,32 Rue Georges Clemenceau 29400 Landivisiau,0.93,,,0,,53,Bretagne,29105,29,Landivisiau,9085,5000-20000,5306,BREST,200 000-500 000,455174
729,4puissance3,Chavanon,43120,Monistrol-sur-Loire,43137,Monistrol-sur-Loire,http://www.4puissance3.com,,,Tiers lieux à dominante coworking,45.272396,4.191528,Route de Chavanon 43120 Monistrol-sur-Loire,0.72,,,0,,84,Auvergne et Rhône-Alpes,43137,43,Monistrol-sur-Loire,8808,5000-20000,60,SAINT-ÉTIENNE,500 000-6 000 000,640159
730,Coworking Republic,189 Rue du Temple,75003,Paris,75103,Paris,http://coworkingrepublic.com,,,Tiers lieux à dominante coworking,48.865712,2.360537,189 Rue du Temple 75003 Paris,0.95,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
731,La Cordée Lices - Rennes,1 carrefour Jouaust,35000,Rennes,35238,Rennes,http://www.la-cordee.net/cordee/rennes/la-cordee-lices/,,,Tiers lieux à dominante coworking,48.112332,-1.686277,1 Carrefour Jouaust 35000 Rennes,0.93,,,1,Rennes Métropole,53,Bretagne,35238,35,Rennes,213454,100000 et plus,5312,RENNES,500 000-6 000 000,801211
732,L'Atelier 2i,7 Impasse Alaric II,31000,Toulouse,31555,Toulouse,http://latelier2i.fr,,,Tiers lieux à dominante coworking,43.611805,1.430212,7 Rue Alaric II 31000 Toulouse,0.68,,,1,Toulouse Métropole,76,Occitanie,31555,31,Toulouse,466297,100000 et plus,61,TOULOUSE,500 000-6 000 000,1450345
733,Lab'Oïkos La Pomme,28 Rue de la Pomme,31000,Toulouse,31555,Toulouse,http://www.oikosysteme.com,,,Tiers lieux à dominante coworking,43.602666,1.44628,28 Rue de la Pomme 31000 Toulouse,0.94,,,1,Toulouse Métropole,76,Occitanie,31555,31,Toulouse,466297,100000 et plus,61,TOULOUSE,500 000-6 000 000,1450345
734,WebUpSpace,52 Rue du Colombier,69007,Lyon,69387,Lyon,http://www.webup.space/,,,Tiers lieux à dominante coworking,45.745905,4.843495,52 Rue du Colombier 69007 Lyon,0.93,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
735,Kwerk Bienfaisance,46 Rue de la Bienfaisance,75008,Paris,75108,Paris,http://www.kwerk.fr/,,,Tiers lieux à dominante coworking,48.876601,2.31442,46 Rue de la Bienfaisance 75008 Paris,0.94,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
736,1624 Cowork'in Lille,12 Rue des Tours,59800,Lille,59350,Lille,http://www.1624cowork.co/,,,Tiers lieux à dominante coworking,50.641013,3.065984,12 Rue des Tours 59800 Lille,0.94,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59350,59,Lille,233897,100000 et plus,3111,LILLE,500 000-6 000 000,805074
737,La Tribu Co_working,10 Rue du Docteur Leroy,72100,Le Mans,72181,Le Mans,http://www.latribucw.fr,,,Tiers lieux à dominante coworking,48.003062,0.195891,10 Rue du Docteur Leroy 72000 Le Mans,0.84,,,0,,52,Pays de la Loire,72181,72,Le Mans,143813,100000 et plus,5213,LE MANS,200 000-500 000,423731
738,Le Moulin Digital,1 Avenue de la Gare,26300,Alixan,26004,Alixan,http://lemoulindigital.fr/,,,Tiers lieux à dominante coworking,44.989446,4.977085,1 Avenue de la Gare 26300 Alixan,0.91,,,0,,84,Auvergne et Rhône-Alpes,26004,26,Alixan,2472,0-5000,8208,VALENCE,200 000-500 000,345779
739,La Tribu,32 Avenue Bellevue,31500,Toulouse,31555,Toulouse,http://www.latribu-toulouse.com/,,,Tiers lieux à dominante coworking,43.625527,1.460057,32 Avenue Bellevue 31500 Toulouse,0.94,,,1,Toulouse Métropole,76,Occitanie,31555,31,Toulouse,466297,100000 et plus,61,TOULOUSE,500 000-6 000 000,1450345
740,Le Repaire des 1000,645 Rue Mayor de Montricher,13290,Aix-en-Provence,13001,Aix-en-Provence,http://www.lerepairedes1000.fr/,,,Tiers lieux à dominante coworking,43.479948,5.382143,645 Rue Mayor de Montricher 13290 Aix-en-Provence,0.93,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13001,13,Aix-en-Provence,142149,100000 et plus,9308,AIX-EN-PROVENCE,200 000-500 000,403964
741,Le Studio,13 Rue le Nostre,76000,Rouen,76540,Rouen,http://www.lestudio-rouen.com/,,,Tiers lieux à dominante coworking,49.44311,1.08298,13 Rue de le Nostre 76000 Rouen,0.85,,,1,Métropole Rouen Normandie,28,Normandie,76540,76,Rouen,110618,100000 et plus,2307,ROUEN,500 000-6 000 000,834093
742,Le Trèfle Marcel Sembat,31 Rue des Longs Prés,92100,Boulogne-Billancourt,92012,Boulogne-Billancourt,http://www.groupe-letrefle.fr,,,Tiers lieux à dominante coworking,48.830085,2.247606,31 Rue des Longs Prés 92100 Boulogne-Billancourt,0.93,,,1,Métropole du Grand Paris,11,Île-de-France,92012,92,Boulogne-Billancourt,116927,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
743,Le Trèfle Corentin Celton,22 Boulevard Gambetta,92130,Issy-les-Moulineaux,92040,Issy-les-Moulineaux,http://www.groupe-letrefle.fr,,,Tiers lieux à dominante coworking,48.827348,2.27731,22 Boulevard Gambetta 92130 Issy-les-Moulineaux,0.93,,,1,Métropole du Grand Paris,11,Île-de-France,92040,92,Issy-les-Moulineaux,67360,50000-100000,1101,PARIS,500 000-6 000 000,5981175
744,U PALAZZU,Place d'Armes,20250,Corte,0,Corte,https://www.facebook.com/Pepite-Corse-736966203050113/,,,Tiers lieux à dominante coworking,42.305206,9.149386,Place d'Armes 20250 Corte,0.92,,,0,,94,Corse,2B096,2B,Corte,7355,5000-20000,9406,CORTE,0-50 000,12409
745,Mab'Lab,12 Rue Clément,75006,Paris,75106,Paris,http://mablab.fr,,,Tiers lieux à dominante coworking,48.852546,2.336182,Rue Clément 75006 Paris,0.82,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
746,LE 15/17,17 Rue Vulpian,75013,Paris,75113,Paris,http://www.le1517.fr,,,Tiers lieux à dominante coworking,48.831035,2.346199,17 Rue Vulpian 75013 Paris,0.94,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
747,La Meunerie,23 Chemin des Moines,13200,Arles,13004,Arles,http://www.la-meunerie.fr,,,Tiers lieux à dominante coworking,43.697677,4.637649,23 Chemin des Moines 13200 Arles,0.93,,,0,,93,Provence-Alpes-Côte d'Azur,13004,13,Arles,52697,50000-100000,9309,ARLES,50 000-100 000,80330
748,DOJOCrea,26 Boulevard Stalingrad,44000,Nantes,44109,Nantes,https://www.facebook.com/DOJO-Nantes-733019943496034/,,,Tiers lieux à dominante coworking,47.217897,-1.542913,26 Boulevard Stalingrad 44000 Nantes,0.94,,,1,Nantes Métropole,52,Pays de la Loire,44109,44,Nantes,298029,100000 et plus,5203,NANTES,500 000-6 000 000,1061271
749,Bibimbap Office,53 Rue Condorcet,75009,Paris,75109,Paris,http://www.bibimbap-office.com,,,Tiers lieux à dominante coworking,48.880197,2.342573,53 Rue Condorcet 75009 Paris,0.95,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
750,Le Cantou,29 Avenue de la Révolution,87000,Limoges,87085,Limoges,http://lecantou-coworking.com,,,Tiers lieux à dominante coworking,45.822774,1.261066,29 Avenue de la Révolution 87000 Limoges,0.95,,,0,,75,Nouvelle Aquitaine,87085,87,Limoges,134577,100000 et plus,7404,LIMOGES,200 000-500 000,376199
751,Oïkosystème Saint Aubin,32 Rue Riquet,31000,Toulouse,31555,Toulouse,http://www.oikosysteme.com,,,Tiers lieux à dominante coworking,43.604248,1.454289,32 Rue Riquet 31000 Toulouse,0.95,,,1,Toulouse Métropole,76,Occitanie,31555,31,Toulouse,466297,100000 et plus,61,TOULOUSE,500 000-6 000 000,1450345
752,Pôle numérique,20 Boulevard des Martyrs,46300,Gourdon,46127,Gourdon,http://www.polenumerique.net,,,Tiers lieux à dominante coworking,44.737405,1.38428,20 Boulevard des Martyrs 46300 Gourdon,0.93,,,0,,76,Occitanie,46127,46,Gourdon,4297,0-5000,7308,CAHORS,50 000-100 000,91749
753,LABO Coworking,6 Rue du Congrès,0,Nice,06088,Nice,http://www.lelabocoworking.com/,,,Tiers lieux à dominante coworking,43.695988,7.263321,6 Rue du Congres 06000 Nice,0.94,,,1,Métropole Nice Côte d'Azur,93,Provence-Alpes-Côte d'Azur,06088,06,Nice,343895,100000 et plus,9307,NICE,500 000-6 000 000,620547
754,Coworking95,11 Rue Bergeret,95290,L'Isle-Adam,95313,L'Isle-Adam,http://www.coworking95.fr,,,Tiers lieux à dominante coworking,49.112697,2.219942,11 Rue Bergeret 95290 L'Isle-Adam,0.92,,,0,,11,Île-de-France,95313,95,L'Isle-Adam,11804,5000-20000,56,ROISSY - SUD PICARDIE,500 000-6 000 000,1710836
755,HarryCow,13 Rue Sainte-Ursule,31000,Toulouse,31555,Toulouse,http://www.harrycow.com/,,,Tiers lieux à dominante coworking,43.602213,1.442137,13 Rue Sainte-Ursule 31000 Toulouse,0.94,,,1,Toulouse Métropole,76,Occitanie,31555,31,Toulouse,466297,100000 et plus,61,TOULOUSE,500 000-6 000 000,1450345
756,OJC,2 rue Pierre et Marie Curie PIBS 2,56000,Vannes,56260,Vannes,http://www.vannes-coworking.com,,,Tiers lieux à dominante coworking,47.643174,-2.747018,2 Rue Pierre et Marie Curie 56000 Vannes,0.79,,,0,,53,Bretagne,56260,56,Vannes,53036,50000-100000,5318,VANNES,200 000-500 000,342217
757,Le Carré Coworking,38 Avenue de la République,44600,Saint-Nazaire,44184,Saint-Nazaire,http://www.carrecoworking.fr/coworking-saint-nazaire/,,,Tiers lieux à dominante coworking,47.277694,-2.2126,38 Avenue de la République 44600 Saint-Nazaire,0.94,,,0,,52,Pays de la Loire,44184,44,Saint-Nazaire,69350,50000-100000,5204,SAINT-NAZAIRE,200 000-500 000,294482
758,Le Périscope,7 Rue Hermès,31520,Ramonville-Saint-Agne,31446,Ramonville-Saint-Agne,http://www.le-periscope.coop/,,,Tiers lieux à dominante coworking,43.551023,1.484429,7 Rue Hermès 31520 Ramonville-Saint-Agne,0.91,,,0,,76,Occitanie,31446,31,Ramonville-Saint-Agne,13986,5000-20000,61,TOULOUSE,500 000-6 000 000,1450345
759,SMILE Coworking Office,Zone d'aménagement concerté de Cap Malo,35520,La Mézière,35177,La Mézière,http://www.smile-coworking.com,,,Tiers lieux à dominante coworking,48.202738,-1.730475,Zone d'Amenagement Concerte de Cap Malo ZAC DE CAP MALO 35520 La Mézière,0.71,,,0,,53,Bretagne,35177,35,La Mézière,4595,0-5000,5312,RENNES,500 000-6 000 000,801211
760,Paris Pionnières,35 Rue du Sentier,75002,Paris,75102,Paris,http://www.pionnieres.paris/,,,Tiers lieux à dominante coworking,48.869896,2.346183,35 Rue du Sentier 75002 Paris,0.94,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
761,Pulseo,1 Avenue de la Gare,40100,Dax,40088,Dax,http://www.pulseo.fr/notre-offre/les-prestations-du-centre,,,Tiers lieux à dominante coworking,43.719944,-1.051884,1 Avenue de la Gare 40100 Dax,0.93,,,0,,75,Nouvelle Aquitaine,40088,40,Dax,20485,20000-50000,7208,DAX,100 000-200 000,176688
762,Cowork Impulse,91 Rue Ja Cubizolle,43000,Le Puy-en-Velay,43157,Le Puy-en-Velay,http://www.impulse43.fr/,,,Tiers lieux à dominante coworking,45.015825,3.904317,91 Rue Jà Cubizolles 43000 Le Puy-en-Velay,0.86,,,0,,84,Auvergne et Rhône-Alpes,43157,43,Le Puy-en-Velay,18634,5000-20000,8308,LE PUY-EN-VELAY,50 000-100 000,91884
763,Come'N'Work,5 Rue de la Loge,34000,Montpellier,34172,Montpellier,http://www.comenwork.com,,,Tiers lieux à dominante coworking,43.610346,3.876953,5 Rue de la Loge 34000 Montpellier,0.94,,,1,Montpellier Méditerranée Métropole,76,Occitanie,34172,34,Montpellier,275318,100000 et plus,9111,MONTPELLIER,500 000-6 000 000,664066
764,Remix Coworking,18 Rue de Bucarest,75008,Paris-8E-Arrondissement,75108,Paris,http://www.remixcoworking.com,,,Tiers lieux à dominante coworking,48.880605,2.325434,18 Rue de Bucarest 75008 Paris,0.59,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
765,Le 144,144 Rue Paul Bellamy,44000,Nantes,44109,Nantes,https://www.le144-coworking.fr/,,,Tiers lieux à dominante coworking,47.229071,-1.562216,144 Rue Paul Bellamy 44000 Nantes,0.95,,,1,Nantes Métropole,52,Pays de la Loire,44109,44,Nantes,298029,100000 et plus,5203,NANTES,500 000-6 000 000,1061271
766,Sézanne Coworking,Place de la Liberté,51120,Sézanne,51535,Sézanne,http://www.ma-dynamique-locale.fr,,,Tiers lieux à dominante coworking,48.724786,3.724342,Place de la Liberté 51120 Sézanne,0.92,,,0,,44,Grand Est,51535,51,Sézanne,5055,5000-20000,2104,ÉPERNAY,100 000-200 000,109275
767,laluange coworking,6 Rue Théophile Roussel,75012,Paris-12E-Arrondissement,75112,Paris,http://www.laluange.fr,,,Tiers lieux à dominante coworking,48.849743,2.377197,6 Rue Théophile Roussel 75012 Paris,0.61,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
768,L'ATELIER Coworking,17 Rue Victor Hugo,35000,Rennes,35238,Rennes,https://atelier-coworking-rennes.com,,,Tiers lieux à dominante coworking,48.112431,-1.675652,17 Rue Victor Hugo 35000 Rennes,0.94,,,1,Rennes Métropole,53,Bretagne,35238,35,Rennes,213454,100000 et plus,5312,RENNES,500 000-6 000 000,801211
769,Local19,33 Rue Pascal,63000,Clermont-Ferrand,63113,Clermont-Ferrand,http://www.local19.fr,,,Tiers lieux à dominante coworking,45.780155,3.088052,33 Rue Blaise Pascal 63000 Clermont-Ferrand,0.79,,,1,Clermont Auvergne Métropole,84,Auvergne et Rhône-Alpes,63113,63,Clermont-Ferrand,141365,100000 et plus,8310,CLERMONT-FERRAND,500 000-6 000 000,527130
770,Le Poulailler - Coworking Metz,7 Avenue de Blida,57000,Metz,57463,Metz,https://www.coworking-metz.fr/,,,Tiers lieux à dominante coworking,49.126274,6.182234,7 Avenue de Blida 57000 Metz,0.94,,,1,Metz Métropole,44,Grand Est,57463,57,Metz,117619,100000 et plus,4107,METZ,500 000-6 000 000,508558
771,La Workerie,4 Avenue Berthelot,95300,Pontoise,95500,Pontoise,http://la-workerie.strikingly.com/,,,Tiers lieux à dominante coworking,49.044676,2.091399,4 Avenue Berthelot 95300 Pontoise,0.93,,,0,,11,Île-de-France,95500,95,Pontoise,29766,20000-50000,1119,CERGY,200 000-500 000,400197
772,Digital Village,88 Rue Judaïque,33000,Bordeaux,33063,Bordeaux,http://digital-village.fr/coworking/bordeaux,,,Tiers lieux à dominante coworking,44.841204,-0.586164,88 Rue Judaïque 33000 Bordeaux,0.95,,,1,Bordeaux Métropole,75,Nouvelle Aquitaine,33063,33,Bordeaux,246586,100000 et plus,7204,BORDEAUX,500 000-6 000 000,1271647
773,DV Toulouse,24 Boulevard de Strasbourg,31000,Toulouse,31555,Toulouse,http://digitalvillage.fr,,,Tiers lieux à dominante coworking,43.607414,1.447212,24 Boulevard de Strasbourg 31000 Toulouse,0.95,,,1,Toulouse Métropole,76,Occitanie,31555,31,Toulouse,466297,100000 et plus,61,TOULOUSE,500 000-6 000 000,1450345
774,work in trouville,20 Rue des Soeurs de l'Hôpital,14360,Trouville-sur-Mer,14715,Trouville-sur-Mer,https://www.facebook.com/workintrouville,,,Tiers lieux à dominante coworking,49.361711,0.088489,20 Rue des Soeurs de l'Hôpital 14360 Trouville-sur-Mer,0.84,,,0,,28,Normandie,14715,14,Trouville-sur-Mer,4708,0-5000,2503,HONFLEUR,50 000-100 000,51886
775,Office Coffee,21 Avenue du Commandant l'Herminier,44600,Saint-Nazaire,44184,Saint-Nazaire,http://www.officecoffee.fr,,,Tiers lieux à dominante coworking,47.285577,-2.2139,21 Avenue du Commandant l'Herminier 44600 Saint-Nazaire,0.93,,,0,,52,Pays de la Loire,44184,44,Saint-Nazaire,69350,50000-100000,5204,SAINT-NAZAIRE,200 000-500 000,294482
776,The Office,19 Rue Claude Bernard,75005,Paris,75105,Paris,http://www.theoffice-paris.com,,,Tiers lieux à dominante coworking,48.839147,2.348623,19 Rue Claude Bernard 75005 Paris,0.95,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
777,Empire Cowork,2 Route de Mezzavia,20090,Ajaccio,0,Ajaccio,http://www.empire-cowork.com,,,Tiers lieux à dominante coworking,41.951635,8.773629,2 Route de Mezzavia 20090 Ajaccio,0.94,,,0,,94,Corse,2A004,2A,Ajaccio,68587,50000-100000,9401,AJACCIO,100 000-200 000,112927
778,La CoCotte,23 Avenue Jean Cagne,69200,Vénissieux,69259,Vénissieux,http://www.lacocotte-venissieux.org/,,,Tiers lieux à dominante coworking,45.69651,4.871525,23 Avenue Jean Cagne 69200 Vénissieux,0.93,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69259,69,Vénissieux,62575,50000-100000,8214,LYON,500 000-6 000 000,1799726
779,Pop Coworking,Impasse de la Malepère,11150,Bram,11049,Bram,https://pop-coworking.com,,,Tiers lieux à dominante coworking,43.24228,2.092578,Avenue de la Malepère 11150 Bram,0.64,,,0,,76,Occitanie,11049,11,Bram,3308,0-5000,9101,CARCASSONNE,100 000-200 000,124068
